key,country,classification,taxonomic_class,common_name_french_CF_doc,scientific_name_CF_doc,scientific_name_CF_final,category,common_name_prov,source_link
159,CF,C,Aves,Vanneaux,NULL,Vanellus albiceps,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
160,CF,C,Aves,Vanneaux,NULL,Vanellus gregarius,CR,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
161,CF,C,Aves,Vanneaux,NULL,Vanellus senegallus,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
162,CF,C,Aves,Vanneaux,NULL,Vanellus spinosus,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
163,CF,C,Aves,Vanneaux,NULL,Vanellus superciliosus,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
164,CF,C,Aves,Vanneaux,NULL,Vanellus tectus,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
165,CF,C,Aves,Courlis,NULL,Numenius arquata,NT,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
166,CF,C,Aves,Oies et Canards,NULL,Alopochen aegyptiaca,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
167,CF,C,Aves,Oies et Canards,NULL,Anas acuta,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
168,CF,C,Aves,Oies et Canards,NULL,Anas crecca,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
169,CF,C,Aves,Oies et Canards,NULL,Aythya nyroca,NT,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
170,CF,C,Aves,Oies et Canards,NULL,Dendrocygna bicolor,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
171,CF,C,Aves,Oies et Canards,NULL,Dendrocygna viduata,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
172,CF,C,Aves,Oies et Canards,NULL,Nettapus auritus,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
173,CF,C,Aves,Oies et Canards,NULL,Plectropterus gambensis,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
174,CF,C,Aves,Oies et Canards,NULL,Pteronetta hartlaubii,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
175,CF,C,Aves,Oies et Canards,NULL,Sarkidiornis melanotos,LC,FrWiki,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
176,CF,C,Aves,Oies et Canards,NULL,Spatula clypeata,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
177,CF,C,Aves,Oies et Canards,NULL,Spatula querquedula,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
178,CF,C,Aves,Gangas,NULL,Pterocles exustus,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
179,CF,C,Aves,Gangas,NULL,Pterocles quadricinctus,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
180,CF,C,Aves,Pintades,NULL,Agelastes niger,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
181,CF,C,Aves,Pintades,NULL,Guttera plumifera,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
182,CF,C,Aves,Pintades,NULL,Guttera verreauxi,LC,Avibase,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
183,CF,C,Aves,Pintades,NULL,Numida meleagris,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
184,CF,C,Aves,Francolins,NULL,Peliperdix lathami,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
185,CF,C,Aves,Francolins,NULL,Campocolinus schlegelii,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
186,CF,C,Aves,Francolins,NULL,Pternistis clappertoni,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
187,CF,C,Aves,Francolins,NULL,Pternistis icterorhynchus,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
188,CF,C,Aves,Francolins,NULL,Pternistis squamatus,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
189,CF,C,Aves,Pigeons Tourterelles,NULL,Columba guinea,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
190,CF,C,Aves,Pigeons Tourterelles,NULL,Columba iriditorques,LC,FrWiki,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
191,CF,C,Aves,Pigeons Tourterelles,NULL,Columba unicincta,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
192,CF,C,Aves,Pigeons Tourterelles,NULL,Oena capensis,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
193,CF,C,Aves,Pigeons Tourterelles,NULL,Spilopelia senegalensis,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
194,CF,C,Aves,Pigeons Tourterelles,NULL,Streptopelia decipiens,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
195,CF,C,Aves,Pigeons Tourterelles,NULL,Streptopelia semitorquata,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
196,CF,C,Aves,Pigeons Tourterelles,NULL,Streptopelia turtur,VU,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
197,CF,C,Aves,Pigeons Tourterelles,NULL,Streptopelia vinacea,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
198,CF,C,Aves,Pigeons Tourterelles,NULL,Treron calvus,LC,FrWiki,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
199,CF,C,Aves,Pigeons Tourterelles,NULL,Treron waalia,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
200,CF,C,Aves,Pigeons Tourterelles,NULL,Turtur abyssinicus,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
201,CF,C,Aves,Pigeons Tourterelles,NULL,Turtur afer,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
202,CF,C,Aves,Pigeons Tourterelles,NULL,Turtur brehmeri,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
203,CF,C,Aves,Pigeons Tourterelles,NULL,Turtur tympanistria,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
204,CF,C,Mammalia,Lièvre,NULL,Lepus victoriae,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
205,CF,C,Mammalia,Aulacode,NULL,NULL,,,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
206,CF,C,Mammalia,Atherure,NULL,Atherurus africanus,LC,FrWiki,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
207,CF,C,Mammalia,Civette,NULL,Civettictis civetta,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
208,CF,C,Mammalia,Céphalophe à front noir,NULL,Cephalophus nigrifrons,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
209,CF,C,Mammalia,Porc-épic,NULL,Hystrix cristata,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
210,CF,C,Mammalia,Toutes espèces non inscrites sur les listes A et B,NULL,,,,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
