taxonid,scientific_name,subspecies,rank,subpopulation,category,Common Name,Species Class,Threat Class
22696134,Lophaetus occipitalis,,,,LC,Long-crested Eagle,AVES,LC
22696138,Aquila africana,,,,LC,Cassin's Hawk-eagle,AVES,LC
22696201,Stephanoaetus coronatus,,,,NT,Crowned Eagle,AVES,NT
22696466,Falco cuvierii,,,,LC,African Hobby,AVES,LC
22696545,Tachybaptus ruficollis,,,,LC,Little Grebe,AVES,LC
22696637,Phaethon aethereus,,,,LC,Red-billed Tropicbird,AVES,LC
22696645,Phaethon lepturus,,,,LC,White-tailed Tropicbird,AVES,LC
22696698,Sula leucogaster,,,,LC,Brown Booby,AVES,LC
22696705,Anhinga rufa,,,,LC,African Darter,AVES,LC
22696725,Microcarbo africanus,,,,LC,Long-tailed Cormorant,AVES,LC
22696993,Ardea cinerea,,,,LC,Grey Heron,AVES,LC
22697008,Ardea melanocephala,,,,LC,Black-headed Heron,AVES,LC
22697043,Ardea alba,,,,LC,Great White Egret,AVES,LC
22697109,Bubulcus ibis,,,,LC,Cattle Egret,AVES,LC
22697123,Ardeola ralloides,,,,LC,Squacco Heron,AVES,LC
22697211,Nycticorax nycticorax,,,,LC,Black-crowned Night-heron,AVES,LC
22697226,Calherodius leuconotus,,,,LC,White-backed Night-heron,AVES,LC
22697277,Tigriornis leucolopha,,,,LC,White-crested Tiger-heron,AVES,LC
22697327,Ixobrychus sturmii,,,,LC,Dwarf Bittern,AVES,LC
22697360,Phoenicopterus roseus,,,,LC,Greater Flamingo,AVES,LC
22697463,Bostrychia hagedash,,,,LC,Hadada Ibis,AVES,LC
22697472,Bostrychia olivacea,,,,LC,Olive Ibis,AVES,LC
22697484,Bostrychia rara,,,,LC,Spot-breasted Ibis,AVES,LC
22697510,Threskiornis aethiopicus,,,,LC,African Sacred Ibis,AVES,LC
22697654,Mycteria ibis,,,,LC,Yellow-billed Stork,AVES,LC
22697664,Anastomus lamelligerus,,,,LC,African Openbill,AVES,LC
22698209,Ardenna grisea,,,,NT,Sooty Shearwater,AVES,NT
22698436,Oceanites oceanicus,,,,LC,Wilson's Storm-petrel,AVES,LC
22698459,Fregetta tropica,,,,LC,Black-bellied Storm-petrel,AVES,LC
22698671,Pitta angolensis,,,,LC,African Pitta,AVES,LC
22698711,Smithornis sharpei,,,,LC,Grey-headed Broadbill,AVES,LC
22698715,Smithornis rufolateralis,,,,LC,Rufous-sided Broadbill,AVES,LC
22705070,Lanius mackinnoni,,,,LC,Mackinnon's Shrike,AVES,LC
22706410,Oriolus brachyrynchus,,,,LC,Western Black-headed Oriole,AVES,LC
22706433,Oriolus nigripennis,,,,LC,Black-winged Oriole,AVES,LC
22706543,Ceblepyris caesius,,,,LC,Grey Cuckooshrike,AVES,LC
22706548,Cyanograucalus azureus,,,,LC,Blue Cuckooshrike,AVES,LC
22706705,Campephaga quiscalina,,,,LC,Purple-throated Cuckooshrike,AVES,LC
22706931,Dicrurus atripennis,,,,LC,Shining Drongo,AVES,LC
22707008,Erythrocercus mccallii,,,,LC,Chestnut-capped Flycatcher,AVES,LC
22707021,Elminia longicauda,,,,LC,African Blue-flycatcher,AVES,LC
22707034,Elminia nigromitrata,,,,LC,Dusky Crested-flycatcher,AVES,LC
22707043,Elminia albiventris,,,,LC,White-bellied Crested-flycatcher,AVES,LC
22707061,Trochocercus nitens,,,,LC,Western Crested-flycatcher,AVES,LC
22707108,Terpsiphone viridis,,,,LC,African Paradise-flycatcher,AVES,LC
22707455,Dryoscopus gambensis,,,,LC,Northern Puffback,AVES,LC
22707468,Dryoscopus senegalensis,,,,LC,Red-eyed Puffback,AVES,LC
22707473,Dryoscopus angolensis,,,,LC,Pink-footed Puffback,AVES,LC
22707477,Dryoscopus sabini,,,,LC,Sabine's Puffback,AVES,LC
22707524,Laniarius luehderi,,,,LC,Lühder's Bush-shrike,AVES,LC
22707606,Laniarius leucorhynchus,,,,LC,Lowland Sooty Boubou,AVES,LC
22707638,Chlorophoneus bocagei,,,,LC,Bocage's Bush-shrike,AVES,LC
22707716,Malaconotus cruentus,,,,LC,Fiery-breasted Bush-shrike,AVES,LC
22707783,Prionops rufiventris,,,,LC,Rufous-bellied Helmetshrike,AVES,LC
22707807,Megabyas flammulatus,,,,LC,African Shrike-flycatcher,AVES,LC
22707816,Bias musicus,,,,LC,Black-and-white Shrike-flycatcher,AVES,LC
22707901,Batis minima,,,,LC,Gabon Batis,AVES,LC
22707910,Batis occulta,,,,LC,West African Batis,AVES,LC
22707915,Batis poensis,,,,LC,Bioko Batis,AVES,LC
22707924,Platysteira cyanea,,,,LC,Brown-throated Wattle-eye,AVES,LC
22707950,Dyaphorophyia tonsa,,,,LC,White-spotted Wattle-eye,AVES,LC
22707966,Dyaphorophyia chalybea,,,,LC,Black-necked Wattle-eye,AVES,LC
22708119,Picathartes oreas,,,,VU,Grey-necked Rockfowl,AVES,VU
22708188,Neocossyphus rufus,,,,LC,Red-tailed Ant-thrush,AVES,LC
22708195,Neocossyphus poensis,,,,LC,White-tailed Ant-thrush,AVES,LC
22708443,Geokichla camaronensis,,,,LC,Black-eared Ground-thrush,AVES,LC
22708702,Turdus pelios,,,,LC,African Thrush,AVES,LC
22708992,Chamaetylas poliocephala,,,,LC,Brown-chested Alethe,AVES,LC
22709022,Alethe castanea,,,,LC,Fire-crested Alethe,AVES,LC
22709101,Fraseria ocreata,,,,LC,African Forest-flycatcher,AVES,LC
22709108,Fraseria cinerascens,,,,LC,White-browed Forest-flycatcher,AVES,LC
22709192,Muscicapa striata,,,,LC,Spotted Flycatcher,AVES,LC
22709230,Bradornis fuliginosus,,,,LC,Sooty Flycatcher,AVES,LC
22709244,Fraseria olivascens,,,,LC,Olivaceous Flycatcher,AVES,LC
22709255,Muscicapa adusta,,,,LC,African Dusky Flycatcher,AVES,LC
22709261,Muscicapa epulata,,,,LC,Little Grey Flycatcher,AVES,LC
22709266,Muscicapa sethsmithi,,,,LC,Yellow-footed Flycatcher,AVES,LC
22709271,Bradornis comitatus,,,,LC,Dusky-blue Flycatcher,AVES,LC
22709276,Fraseria tessmanni,,,,LC,Tessmann's Flycatcher,AVES,LC
22709280,Muscicapa cassini,,,,LC,Cassin's Flycatcher,AVES,LC
22709286,Fraseria caerulescens,,,,LC,Ashy Flycatcher,AVES,LC
22709291,Fraseria griseigularis,,,,LC,Grey-throated Tit-flycatcher,AVES,LC
22709297,Fraseria plumbea,,,,LC,Grey Tit-flycatcher,AVES,LC
22709637,Sheppardia cyornithopsis,,,,LC,Lowland Akalat,AVES,LC
22709770,Cossyphicula roberti,,,,LC,White-bellied Robin-chat,AVES,LC
22709803,Cossypha cyanocampter,,,,LC,Blue-shouldered Robin-chat,AVES,LC
22709870,Cichladusa ruficauda,,,,LC,Rufous-tailed Palm-thrush,AVES,LC
22710184,Saxicola torquatus,,,,LC,Common Stonechat,AVES,LC
22710587,Poeoptera lugubris,,,,LC,Narrow-tailed Starling,AVES,LC
22710595,Onychognathus walleri,,,,LC,Waller's Starling,AVES,LC
22710624,Onychognathus fulgidus,,,,LC,Chestnut-winged Starling,AVES,LC
22710654,Hylopsar purpureiceps,,,,LC,Purple-headed Starling,AVES,LC
22710716,Lamprotornis splendidus,,,,LC,Splendid Starling,AVES,LC
22711660,Anthoscopus flavifrons,,,,LC,Forest Penduline-tit,AVES,LC
22711688,Pholidornis rushiae,,,,LC,Tit-hylia,AVES,LC
22711852,Melaniparus funereus,,,,LC,Dusky Tit,AVES,LC
22712209,Pseudhirundo griseopyga,,,,LC,Grey-rumped Swallow,AVES,LC
22712252,Hirundo rustica,,,,LC,Barn Swallow,AVES,LC
22712305,Hirundo nigrita,,,,LC,White-bibbed Swallow,AVES,LC
22712350,Cecropis abyssinica,,,,LC,Lesser Striped Swallow,AVES,LC
22712358,Cecropis semirufa,,,,LC,Rufous-chested Swallow,AVES,LC
22712365,Cecropis senegalensis,,,,LC,Mosque Swallow,AVES,LC
22712398,Petrochelidon preussi,,,,LC,Preuss's Swallow,AVES,LC
22712471,Atronanus fuliginosus,,,,LC,Forest Swallow,AVES,LC
22712504,Psalidoprocne nitens,,,,LC,Square-tailed Saw-wing,AVES,LC
22712509,Psalidoprocne fuliginosa,,,,LC,Mountain Saw-wing,AVES,LC
22712540,Psalidoprocne pristoptera,,,,LC,Black Saw-wing,AVES,LC
22712650,Pycnonotus barbatus,,,,LC,Common Bulbul,AVES,LC
22712766,Eurillas virens,,,,LC,Little Greenbul,AVES,LC
22712777,Eurillas gracilis,,,,LC,Grey Greenbul,AVES,LC
22712782,Eurillas ansorgei,,,,LC,Ansorge's Greenbul,AVES,LC
22712786,Eurillas curvirostris,,,,LC,Plain Greenbul,AVES,LC
22712791,Stelgidillas gracilirostris,,,,LC,Slender-billed Greenbul,AVES,LC
22712800,Eurillas latirostris,,,,LC,Yellow-whiskered Greenbul,AVES,LC
22712804,Arizelocichla tephrolaema,,,,LC,Western Mountain Greenbul,AVES,LC
22712833,Calyptocichla serinus,,,,LC,Golden Greenbul,AVES,LC
22712837,Baeopogon indicator,,,,LC,Honeyguide Greenbul,AVES,LC
22712841,Baeopogon clamans,,,,LC,White-tailed Greenbul,AVES,LC
22712847,Ixonotus guttatus,,,,LC,Spotted Greenbul,AVES,LC
22712851,Chlorocichla simplex,,,,LC,Simple Greenbul,AVES,LC
22712860,Chlorocichla falkensteini,,,,LC,Falkenstein's Greenbul,AVES,LC
22712877,Thescelocichla leucopleura,,,,LC,Swamp Palm Bulbul,AVES,LC
22712882,Pyrrhurus scandens,,,,LC,Leaf-love,AVES,LC
22712930,Phyllastrephus poensis,,,,LC,Cameroon Olive Greenbul,AVES,LC
22712981,Phyllastrephus xavieri,,,,LC,Xavier's Greenbul,AVES,LC
22713056,Bleda syndactylus,,,,LC,Red-tailed Bristlebill,AVES,LC
22713095,Nicator chloris,,,,LC,Western Nicator,AVES,LC
22713105,Nicator vireo,,,,LC,Yellow-throated Nicator,AVES,LC
22713115,Criniger chloronotus,,,,LC,Eastern Bearded Greenbul,AVES,LC
22713120,Criniger calurus,,,,LC,Red-tailed Greenbul,AVES,LC
22713131,Criniger ndussumensis,,,,LC,White-bearded Greenbul,AVES,LC
22713287,Cisticola anonymus,,,,LC,Chattering Cisticola,AVES,LC
22713491,Cisticola juncidis,,,,LC,Zitting Cisticola,AVES,LC
22713643,Schistolais leucopogon,,,,LC,White-chinned Prinia,AVES,LC
22713647,Prinia bairdii,,,,LC,Banded Prinia,AVES,LC
22713688,Urolais epichlorus,,,,LC,Green Longtail,AVES,LC
22713729,Apalis nigriceps,,,,LC,Black-capped Apalis,AVES,LC
22713733,Apalis jacksoni,,,,LC,Black-throated Apalis,AVES,LC
22713741,Apalis binotata,,,,LC,Masked Apalis,AVES,LC
22713770,Apalis rufogularis,,,,LC,Buff-throated Apalis,AVES,LC
22713868,Camaroptera superciliaris,,,,LC,Yellow-browed Camaroptera,AVES,LC
22713915,Zosterops brunneus,,,,VU,Bioko Speirops,AVES,VU
22713934,Zosterops senegalensis,,,,LC,African Yellow White-eye,AVES,LC
22713989,Zosterops griseovirescens,,,,VU,Annobon White-eye,AVES,VU
22714485,Bradypterus lopezi,,,,LC,Evergreen-forest Warbler,AVES,LC
22714574,Bathmocercus rufus,,,,LC,Black-faced Rufous-warbler,AVES,LC
22714846,Acrocephalus rufescens,,,,LC,Greater Swamp-warbler,AVES,LC
22715015,Poliolais lopezi,,,,NT,White-tailed Warbler,AVES,NT
22715060,Eremomela badiceps,,,,LC,Rufous-crowned Eremomela,AVES,LC
22715099,Sylvietta virens,,,,LC,Green Crombec,AVES,LC
22715103,Sylvietta denti,,,,LC,Lemon-bellied Crombec,AVES,LC
22715154,Macrosphenus flavicans,,,,LC,Yellow Longbill,AVES,LC
22715158,Macrosphenus concolor,,,,LC,Grey Longbill,AVES,LC
22715182,Hylia prasina,,,,LC,Green Hylia,AVES,LC
22715222,Phylloscopus herberti,,,,LC,Black-capped Woodland-warbler,AVES,LC
22715228,Phylloscopus budongoensis,,,,LC,Uganda Woodland-warbler,AVES,LC
22715240,Phylloscopus trochilus,,,,LC,Willow Warbler,AVES,LC
22715260,Phylloscopus sibilatrix,,,,LC,Wood Warbler,AVES,LC
22715471,Hyliota violacea,,,,LC,Violet-backed Hyliota,AVES,LC
22715891,Illadopsis cleaveri,,,,LC,Black-capped Illadopsis,AVES,LC
22715914,Illadopsis fulvescens,,,,LC,Brown Illadopsis,AVES,LC
22715933,Kakamega poliothorax,,,,LC,Grey-chested Kakamega,AVES,LC
22716906,Sylvia borin,,,,LC,Garden Warbler,AVES,LC
22717629,Anthreptes gabonicus,,,,LC,Mouse-brown Sunbird,AVES,LC
22717649,Anthreptes aurantius,,,,LC,Violet-tailed Sunbird,AVES,LC
22717668,Hedydipna collaris,,,,LC,Collared Sunbird,AVES,LC
22717683,Anthreptes seimundi,,,,LC,Little Green Sunbird,AVES,LC
22717687,Cinnyris batesi,,,,LC,Bates's Sunbird,AVES,LC
22717691,Cyanomitra olivacea,,,,LC,Olive Sunbird,AVES,LC
22717705,Anabathmis reichenbachii,,,,LC,Reichenbach's Sunbird,AVES,LC
22717728,Cyanomitra oritis,,,,LC,Cameroon Sunbird,AVES,LC
22717738,Cyanomitra verticalis,,,,LC,Green-headed Sunbird,AVES,LC
22717746,Cyanomitra cyanolaema,,,,LC,Blue-throated Brown Sunbird,AVES,LC
22717758,Chalcomitra fuliginosa,,,,LC,Carmelite Sunbird,AVES,LC
22717766,Chalcomitra rubescens,,,,LC,Green-throated Sunbird,AVES,LC
22717831,Cinnyris ursulae,,,,LC,Ursula's Sunbird,AVES,LC
22717846,Cinnyris bouvieri,,,,LC,Orange-tufted Sunbird,AVES,LC
22717887,Cinnyris reichenowi,,,,LC,Northern Double-collared Sunbird,AVES,LC
22717919,Cinnyris chloropygius,,,,LC,Olive-bellied Sunbird,AVES,LC
22717923,Cinnyris minullus,,,,LC,Tiny Sunbird,AVES,LC
22718031,Cinnyris johannae,,,,LC,Johanna's Sunbird,AVES,LC
22718035,Cinnyris superbus,,,,LC,Superb Sunbird,AVES,LC
22718230,Passer griseus,,,,LC,Northern Grey-headed Sparrow,AVES,LC
22718366,Motacilla aguimp,,,,LC,African Pied Wagtail,AVES,LC
22718397,Motacilla clara,,,,LC,Mountain Wagtail,AVES,LC
22718493,Anthus pallidiventris,,,,LC,Long-legged Pipit,AVES,LC
22718546,Anthus trivialis,,,,LC,Tree Pipit,AVES,LC
22718795,Ploceus melanogaster,,,,LC,Black-billed Weaver,AVES,LC
22718833,Ploceus aurantius,,,,LC,Orange Weaver,AVES,LC
22718921,Ploceus cucullatus,,,,LC,Village Weaver,AVES,LC
22718983,Ploceus tricolor,,,,LC,Yellow-mantled Weaver,AVES,LC
22718987,Ploceus albinucha,,,,LC,Maxwell's Black Weaver,AVES,LC
22719017,Ploceus bicolor,,,,LC,Dark-backed Weaver,AVES,LC
22719022,Ploceus preussi,,,,LC,Preuss's Weaver,AVES,LC
22719040,Ploceus insignis,,,,LC,Brown-capped Weaver,AVES,LC
22719069,Malimbus coronatus,,,,LC,Red-crowned Malimbe,AVES,LC
22719073,Malimbus cassini,,,,LC,Cassin's Malimbe,AVES,LC
22719083,Malimbus racheliae,,,,LC,Rachel's Malimbe,AVES,LC
22719095,Malimbus erythrogaster,,,,LC,Red-bellied Malimbe,AVES,LC
22719099,Malimbus nitens,,,,LC,Blue-billed Malimbe,AVES,LC
22719104,Malimbus malimbicus,,,,LC,Crested Malimbe,AVES,LC
22719108,Malimbus rubricollis,,,,LC,Red-headed Malimbe,AVES,LC
22719124,Quelea erythrops,,,,LC,Red-headed Quelea,AVES,LC
22719200,Euplectes capensis,,,,LC,Yellow Bishop,AVES,LC
22719260,Amblyospiza albifrons,,,,LC,Thick-billed Weaver,AVES,LC
22719273,Parmoptila woodhousei,,,,LC,Woodhouse's Antpecker,AVES,LC
22719278,Nigrita fusconotus,,,,LC,White-breasted Nigrita,AVES,LC
22719288,Nigrita bicolor,,,,LC,Chestnut-breasted Nigrita,AVES,LC
22719293,Nigrita luteifrons,,,,LC,Pale-fronted Nigrita,AVES,LC
22719298,Nigrita canicapillus,,,,LC,Grey-headed Nigrita,AVES,LC
22719312,Nesocharis shelleyi,,,,LC,Shelley's Oliveback,AVES,LC
22719354,Mandingoa nitidula,,,,LC,Green Twinspot,AVES,LC
22719359,Cryptospiza reichenovii,,,,LC,Red-faced Crimsonwing,AVES,LC
22719384,Pyrenestes ostrinus,,,,LC,Black-bellied Seedcracker,AVES,LC
22719398,Spermophaga haematina,,,,LC,Western Bluebill,AVES,LC
22719558,Estrilda melpoda,,,,LC,Orange-cheeked Waxbill,AVES,LC
22719574,Estrilda astrild,,,,LC,Common Waxbill,AVES,LC
22719589,Estrilda nonnula,,,,LC,Black-crowned Waxbill,AVES,LC
22719782,Spermestes cucullata,,,,LC,Bronze Mannikin,AVES,LC
22719801,Spermestes fringilloides,,,,LC,Magpie Mannikin,AVES,LC
22719988,Vidua macroura,,,,LC,Pin-tailed Whydah,AVES,LC
22720267,Crithagra burtoni,,,,LC,Thick-billed Seedeater,AVES,LC
22720319,Linurgus olivaceus,,,,LC,Oriole Finch,AVES,LC
22720986,Emberiza cabanisi,,,,LC,Cabanis's Bunting,AVES,LC
22724813,Psittacus erithacus,,,,EN,Grey Parrot,AVES,EN
22725623,Ceuthmochares aereus,,,,LC,Chattering Yellowbill,AVES,LC
22725956,Horizocerus cassini,,,,LC,Eastern Long-tailed Hornbill,AVES,LC
22725974,Bycanistes sharpii,,,,LC,Eastern Piping Hornbill,AVES,LC
22725980,Trachylaemus purpuratus,,,,LC,Eastern Yellow-billed Barbet,AVES,LC
22726016,Gymnobucco calvus,,,,LC,Naked-faced Barbet,AVES,LC
22726032,Gymnobucco bonapartei,,,,LC,Grey-throated Barbet,AVES,LC
22726364,Campethera tullbergi,,,,LC,Tullberg's Woodpecker,AVES,LC
22727003,Horizocerus hartlaubi,,,,LC,Western Little Hornbill,AVES,LC
22727114,Dendropicos elliotii,,,,LC,Elliot's Woodpecker,AVES,LC
22727121,Dendropicos johnstoni,,,,LC,Johnston's Woodpecker,AVES,LC
22727705,Accipiter toussenelii,,,,LC,Red-chested Goshawk,AVES,LC
22728182,Butorides striata,,,,LC,Green-backed Heron,AVES,LC
22729692,Egretta gularis,,,,LC,Western Reef-egret,AVES,LC
22730030,Bubo poensis,,,,LC,Fraser's Eagle-owl,AVES,LC
22730097,Caprimulgus pectoralis,,,,LC,Fiery-necked Nightjar,AVES,LC
22730264,Dendropicos gabonensis,,,,LC,Gabon Woodpecker,AVES,LC
22730269,Dendropicos goertae,,,,LC,Grey Woodpecker,AVES,LC
22730664,Chlorophoneus multicolor,,,,LC,Many-coloured Bush-shrike,AVES,LC
22730909,Apalis cinerea,,,,LC,Grey Apalis,AVES,LC
22731073,Terpsiphone rufiventer,,,,LC,Red-bellied Paradise-flycatcher,AVES,LC
22732244,Calonectris borealis,,,,LC,Cory's Shearwater,AVES,LC
22734972,Milvus migrans,,,,LC,Black Kite,AVES,LC
22735766,Ixobrychus minutus,,,,LC,Common Little Bittern,AVES,LC
22735810,Rostratula benghalensis,,,,LC,Greater Painted-snipe,AVES,LC
22735894,Corvus albus,,,,LC,Pied Crow,AVES,LC
22735955,Ortygospiza atricollis,,,,LC,African Quailfinch,AVES,LC
22736507,Merops muelleri,,,,LC,Blue-headed Bee-eater,AVES,LC
45061132,Calonectris diomedea,,,,LC,Scopoli's Shearwater,AVES,LC
45354964,Falco peregrinus,,,,LC,Peregrine Falcon,AVES,LC
45433088,Crocodylus niloticus,,,,LC,Nile Crocodile,REPTILIA,LC
45433492,Treron calvus,,,,LC,African Green-pigeon,AVES,LC
46203837,Sclerophrys superciliaris,,,,LC,Cameroon Toad,AMPHIBIA,LC
46967838,Dermochelys coriacea Southwest Atlantic Ocean subpopulation,,,Southwest Atlantic Ocean subpopulation,CR,Leatherback,REPTILIA,CR
46967848,Dermochelys coriacea Southeast Atlantic Ocean subpopulation,,,Southeast Atlantic Ocean subpopulation,DD,Leatherback,REPTILIA,DD
48018502,Praomys tullbergi,,,,LC,Tullberg's Soft-furred Mouse,MAMMALIA,LC
48294467,Sylvisorex ollula,,,,LC,Forest Musk Shrew,MAMMALIA,LC
61612961,Lophoceros fasciatus,,,,LC,Congo Pied Hornbill,AVES,LC
61627052,Merops variegatus,,,,LC,Blue-breasted Bee-eater,AVES,LC
61650582,Corythornis cristatus,,,,LC,Malachite Kingfisher,AVES,LC
61914670,Otus senegalensis,,,,LC,African Scops-owl,AVES,LC
61915272,Otus feae,,,,CR,Annobon Scops-owl,AVES,CR
62120190,Gallinula chloropus,,,,LC,Common Moorhen,AVES,LC
62774969,Egretta garzetta,,,,LC,Little Egret,AVES,LC
67362271,Chaerephon pumilus,,,,LC,Little Free-tailed Bat,MAMMALIA,LC
76317565,Ptychadena mascareniensis,,,,LC,Mascarene Grass Frog,AMPHIBIA,LC
84462869,Megaloglossus woermanni,,,,LC,Woermann's Bat,MAMMALIA,LC
84463104,Myonycteris torquata,,,,LC,Little Collared Fruit Bat,MAMMALIA,LC
84464403,Scotonycteris zenkeri,,,,LC,Zenker's Fruit Bat,MAMMALIA,LC
84519931,Sclerophrys maculata,,,,LC,Hallowell's Toad,AMPHIBIA,LC
84520853,Sclerophrys pusilla,,,,LC,Merten's Striped Toad,AMPHIBIA,LC
89256663,Xenopus calcaratus,,,,DD,Biafran Clawed Frog,AMPHIBIA,DD
89256756,Xenopus tropicalis,,,,LC,Tropical Clawed Frog,AMPHIBIA,LC
89257106,Xenopus allofraseri,,,,LC,False Fraser's Clawed Frog,AMPHIBIA,LC
91967801,Galagoides demidoff ssp. poensis,poensis,ssp.,,EN,Bioko Dwarf Galago,MAMMALIA,EN
92411527,Cercopithecus pogonias,,,,NT,Crowned Monkey,MAMMALIA,NT
95587156,Lophocebus albigena ssp. albigena,albigena,ssp.,,VU,Gray-cheeked Mangabey,MAMMALIA,VU
103692938,Oriolus oriolus,,,,LC,Eurasian Golden Oriole,AVES,LC
103704564,Dyaphorophyia castanea,,,,LC,Chestnut Wattle-eye,AVES,LC
103704667,Dyaphorophyia ansorgei,,,,LC,Yellow-bellied Wattle-eye,AVES,LC
103706176,Laniarius poensis,,,,LC,Mountain Sooty Boubou,AVES,LC
103710902,Dicrurus adsimilis,,,,LC,Fork-tailed Drongo,AVES,LC
103710940,Dicrurus modestus,,,,LC,Velvet-mantled Drongo,AVES,LC
103716188,Terpsiphone rufocinerea,,,,LC,Rufous-vented Paradise-flycatcher,AVES,LC
103716224,Terpsiphone batesi,,,,LC,Bates's Paradise-flycatcher,AVES,LC
103718932,Lanius excubitor,,,,LC,Great Grey Shrike,AVES,LC
103763077,Stiphrornis erythrothorax,,,,LC,Orange-breasted Forest-robin,AVES,LC
103766866,Sheppardia poensis,,,,LC,Short-tailed Akalat,AVES,LC
103774592,Camaroptera brachyura,,,,LC,Bleating Camaroptera,AVES,LC
103774800,Camaroptera chloronota,,,,LC,Olive-green Camaroptera,AVES,LC
103776094,Cisticola marginatus,,,,LC,Winding Cisticola,AVES,LC
103792577,Deleornis fraseri,,,,LC,Fraser's Sunbird,AVES,LC
103792796,Anthreptes tephrolaemus,,,,LC,Grey-chinned Sunbird,AVES,LC
103811662,Ploceus nigricollis,,,,LC,Black-necked Weaver,AVES,LC
103811726,Ploceus brachypterus,,,,LC,Olive-naped Weaver,AVES,LC
103812246,Ploceus nigerrimus,,,,LC,Vieillot's Black Weaver,AVES,LC
103813598,Estrilda atricapilla,,,,LC,Black-headed Waxbill,AVES,LC
103817273,Bleda notatus,,,,LC,Yellow-lored Bristlebill,AVES,LC
103817506,Atimastillas flavigula,,,,LC,Pale-throated Greenbul,AVES,LC
103819468,Phyllastrephus albigularis,,,,LC,White-throated Greenbul,AVES,LC
103822349,Motacilla flava,,,,LC,Western Yellow Wagtail,AVES,LC
103869025,Illadopsis rufipennis,,,,LC,Pale-breasted Illadopsis,AVES,LC
103872581,Sylvia abyssinica,,,,LC,African Hill-babbler,AVES,LC
103878959,Stizorhina fraseri,,,,LC,Rufous Flycatcher-thrush,AVES,LC
104317670,Acrocephalus arundinaceus,,,,LC,Great Reed-warbler,AVES,LC
105968860,Spermestes bicolor,,,,LC,Black-and-white Mannikin,AVES,LC
112518189,Crocidura goliath,,,,LC,Goliath Shrew,MAMMALIA,LC
119195196,Phyllastrephus icterinus,,,,LC,Icterine Greenbul,AVES,LC
132341128,Hydrobates castro,,,,LC,Band-rumped Storm-petrel,AVES,LC
132438298,Hydrobates leucorhous,,,,VU,Leach's Storm-petrel,AVES,VU
142121866,Chelonia mydas South Atlantic subpopulation,,,South Atlantic subpopulation,LC,Green Turtle,REPTILIA,LC
155019854,Otus scops,,,,LC,Eurasian Scops-owl,AVES,LC
155257123,Cypsiurus parvus,,,,LC,African Palm-swift,AVES,LC
157470471,Schoutedenapus myoptilus,,,,LC,Scarce Swift,AVES,LC
